bill_id,chamber,date_effective,first_action_date,latest_action_date,latest_action_description,leg_type,openstates_url,sponsor10_district,sponsor10_name,sponsor10_party,sponsor10_role,sponsor10_title,sponsor11_district,sponsor11_name,sponsor11_party,sponsor11_role,sponsor11_title,sponsor12_district,sponsor12_name,sponsor12_party,sponsor12_role,sponsor12_title,sponsor13_district,sponsor13_name,sponsor13_party,sponsor13_role,sponsor13_title,sponsor14_district,sponsor14_name,sponsor14_party,sponsor14_role,sponsor14_title,sponsor15_district,sponsor15_name,sponsor15_party,sponsor15_role,sponsor15_title,sponsor16_district,sponsor16_name,sponsor16_party,sponsor16_role,sponsor16_title,sponsor17_district,sponsor17_name,sponsor17_party,sponsor17_role,sponsor17_title,sponsor18_district,sponsor18_name,sponsor18_party,sponsor18_role,sponsor18_title,sponsor19_district,sponsor19_name,sponsor19_party,sponsor19_role,sponsor19_title,sponsor1_district,sponsor1_name,sponsor1_party,sponsor1_role,sponsor1_title,sponsor20_district,sponsor20_name,sponsor20_party,sponsor20_role,sponsor20_title,sponsor21_district,sponsor21_name,sponsor21_party,sponsor21_role,sponsor21_title,sponsor22_district,sponsor22_name,sponsor22_party,sponsor22_role,sponsor22_title,sponsor23_district,sponsor23_name,sponsor23_party,sponsor23_role,sponsor23_title,sponsor24_district,sponsor24_name,sponsor24_party,sponsor24_role,sponsor24_title,sponsor25_district,sponsor25_name,sponsor25_party,sponsor25_role,sponsor25_title,sponsor26_district,sponsor26_name,sponsor26_party,sponsor26_role,sponsor26_title,sponsor27_district,sponsor27_name,sponsor27_party,sponsor27_role,sponsor27_title,sponsor28_district,sponsor28_name,sponsor28_party,sponsor28_role,sponsor28_title,sponsor29_district,sponsor29_name,sponsor29_party,sponsor29_role,sponsor29_title,sponsor2_district,sponsor2_name,sponsor2_party,sponsor2_role,sponsor2_title,sponsor30_district,sponsor30_name,sponsor30_party,sponsor30_role,sponsor30_title,sponsor31_district,sponsor31_name,sponsor31_party,sponsor31_role,sponsor31_title,sponsor32_district,sponsor32_name,sponsor32_party,sponsor32_role,sponsor32_title,sponsor33_district,sponsor33_name,sponsor33_party,sponsor33_role,sponsor33_title,sponsor34_district,sponsor34_name,sponsor34_party,sponsor34_role,sponsor34_title,sponsor35_district,sponsor35_name,sponsor35_party,sponsor35_role,sponsor35_title,sponsor36_district,sponsor36_name,sponsor36_party,sponsor36_role,sponsor36_title,sponsor37_district,sponsor37_name,sponsor37_party,sponsor37_role,sponsor37_title,sponsor38_district,sponsor38_name,sponsor38_party,sponsor38_role,sponsor38_title,sponsor39_district,sponsor39_name,sponsor39_party,sponsor39_role,sponsor39_title,sponsor3_district,sponsor3_name,sponsor3_party,sponsor3_role,sponsor3_title,sponsor40_district,sponsor40_name,sponsor40_party,sponsor40_role,sponsor40_title,sponsor41_district,sponsor41_name,sponsor41_party,sponsor41_role,sponsor41_title,sponsor42_district,sponsor42_name,sponsor42_party,sponsor42_role,sponsor42_title,sponsor43_district,sponsor43_name,sponsor43_party,sponsor43_role,sponsor43_title,sponsor44_district,sponsor44_name,sponsor44_party,sponsor44_role,sponsor44_title,sponsor45_district,sponsor45_name,sponsor45_party,sponsor45_role,sponsor45_title,sponsor46_district,sponsor46_name,sponsor46_party,sponsor46_role,sponsor46_title,sponsor47_district,sponsor47_name,sponsor47_party,sponsor47_role,sponsor47_title,sponsor48_district,sponsor48_name,sponsor48_party,sponsor48_role,sponsor48_title,sponsor49_district,sponsor49_name,sponsor49_party,sponsor49_role,sponsor49_title,sponsor4_district,sponsor4_name,sponsor4_party,sponsor4_role,sponsor4_title,sponsor50_district,sponsor50_name,sponsor50_party,sponsor50_role,sponsor50_title,sponsor51_district,sponsor51_name,sponsor51_party,sponsor51_role,sponsor51_title,sponsor52_district,sponsor52_name,sponsor52_party,sponsor52_role,sponsor52_title,sponsor53_district,sponsor53_name,sponsor53_party,sponsor53_role,sponsor53_title,sponsor54_district,sponsor54_name,sponsor54_party,sponsor54_role,sponsor54_title,sponsor55_district,sponsor55_name,sponsor55_party,sponsor55_role,sponsor55_title,sponsor56_district,sponsor56_name,sponsor56_party,sponsor56_role,sponsor56_title,sponsor57_district,sponsor57_name,sponsor57_party,sponsor57_role,sponsor57_title,sponsor58_district,sponsor58_name,sponsor58_party,sponsor58_role,sponsor58_title,sponsor59_district,sponsor59_name,sponsor59_party,sponsor59_role,sponsor59_title,sponsor5_district,sponsor5_name,sponsor5_party,sponsor5_role,sponsor5_title,sponsor60_district,sponsor60_name,sponsor60_party,sponsor60_role,sponsor60_title,sponsor61_district,sponsor61_name,sponsor61_party,sponsor61_role,sponsor61_title,sponsor62_district,sponsor62_name,sponsor62_party,sponsor62_role,sponsor62_title,sponsor63_district,sponsor63_name,sponsor63_party,sponsor63_role,sponsor63_title,sponsor64_district,sponsor64_name,sponsor64_party,sponsor64_role,sponsor64_title,sponsor6_district,sponsor6_name,sponsor6_party,sponsor6_role,sponsor6_title,sponsor7_district,sponsor7_name,sponsor7_party,sponsor7_role,sponsor7_title,sponsor8_district,sponsor8_name,sponsor8_party,sponsor8_role,sponsor8_title,sponsor9_district,sponsor9_name,sponsor9_party,sponsor9_role,sponsor9_title,title
HB 459,House,"January 1, 2026",2025-01-20,2025-05-20,Approved by the Governor - Chapter 655,bill,https://openstates.org/md/bills/2025/HB459/,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,33A,Andrew Pruski,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11B,Dana Stein,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,"Counties - Cancer Screening for Professional Firefighters - Required Coverage (James ""Jimmy"" Malone Act)"
SB 693,Senate,"July 1, 2025",2025-01-30,2025-05-20,Approved by the Governor - Chapter 775,bill,https://openstates.org/md/bills/2025/SB693/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Michael Jackson,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chair, Joint Committee on Pensions",,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Retirement and Pension System - Reemployment Earnings Limitations - Maximum Average Final Compensation
HB 508,House,"October 1, 2025",2025-01-22,2025-05-20,Approved by the Governor - Chapter 725,bill,https://openstates.org/md/bills/2025/HB508/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Ken Kerr,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Procurement Preferences - Blind Industries and Services of Maryland - Packaging and Repackaging
HB 745,House,"October 1, 2025",2025-01-27,2025-05-20,Approved by the Governor - Chapter 755,bill,https://openstates.org/md/bills/2025/HB745/,,Martinez,,primary,,29A,Matt Morgan,Republican,primary,Delegate,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,19,Bonnie Cullison,Democratic,primary,Delegate,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,8,Harry Bhandari,Democratic,primary,Delegate,31,Brian Chisholm,Republican,primary,Delegate,42B,Michele Guyton,Democratic,primary,Delegate,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,13,Pam Guzzone,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12A,Terri Hill,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37B,Tom Hutchinson,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34A,Steve Johnson,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,State Board of Professional Counselors and Therapists - Behavior Analysts - Licensure Applications
HB 765,House,"July 1, 2025",2025-01-29,2025-05-20,Approved by the Governor - Chapter 750,bill,https://openstates.org/md/bills/2025/HB765/,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,41,Sandy Rosenberg,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,10,Jennifer White Holland,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,47A,Julian Ivey,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,Ryan Spiegel,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,8,Harry Bhandari,Democratic,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,Hospitals - Medical Debt Collection - Sale of Patient Debt
SB 72,Senate,"October 1, 2025",2024-11-01,2025-05-20,Approved by the Governor - Chapter 732,bill,https://openstates.org/md/bills/2025/SB72/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Clarence Lam,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Occupations Boards - English Proficiency Requirements and Licensure by Endorsement for Nursing
HB 655,House,"July 1, 2025",2025-01-24,2025-05-20,Approved by the Governor - Chapter 795,bill,https://openstates.org/md/bills/2025/HB655/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wicomico County Delegation,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wicomico County - Alcoholic Beverages - Temporary To-Go Event Permit and Class C Per Diem Municipal To-Go Beer, Wine, and Liquor License"
HB 1142,House,"July 1, 2025",2025-02-05,2025-05-20,Approved by the Governor - Chapter 754,bill,https://openstates.org/md/bills/2025/HB1142/,34A,Steve Johnson,Democratic,primary,Delegate,14,Anne Kaiser,Democratic,primary,Delegate,3,Ken Kerr,Democratic,primary,Delegate,31,Nic Kipke,Republican,primary,Delegate,39,Lesley Lopez,Democratic,primary,Delegate,,Martinez,,primary,,29A,Matt Morgan,Republican,primary,Delegate,35A,Teresa Reilly,Republican,primary,Delegate,41,Sandy Rosenberg,Democratic,primary,Delegate,7A,Kathy Szeliga,Republican,primary,Delegate,33C,Heather Bagnall Tudball,Democratic,primary,Delegate,47B,Deni Taveras,Democratic,primary,Delegate,26,Jamila Woods,Democratic,primary,Delegate,16,Teresa Woorman,Democratic,primary,Delegate,8,Kim Ross,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Joseline Peña-Melnyk,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,Bonnie Cullison,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,Tiffany Alston,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,Harry Bhandari,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,31,Brian Chisholm,Republican,primary,Delegate,13,Pam Guzzone,Democratic,primary,Delegate,12A,Terri Hill,Democratic,primary,Delegate,37B,Tom Hutchinson,Republican,primary,Delegate,Public Health - Maryland Interested Parties Advisory Group - Establishment
HB 619,House,"July 1, 2025",2025-01-23,2025-05-20,Approved by the Governor - Chapter 637,bill,https://openstates.org/md/bills/2025/HB619/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chair, Ways and Means Committee",,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sales and Use Tax - Sales Between Cannabis Businesses and Cannabis Nurseries - Exemption
HB 714,House,"July 1, 2025",2025-01-27,2025-05-20,Approved by the Governor - Chapter 788,bill,https://openstates.org/md/bills/2025/HB714/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harford County Delegation,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harford County - Alcoholic Beverages - Performing Arts Nonprofit Organization License - Record-Keeping Requirements
HB 685,House,"July 1, 2025",2025-01-24,2025-05-20,Approved by the Governor - Chapter 790,bill,https://openstates.org/md/bills/2025/HB685/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A,Jim Hinebaugh,Republican,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Garrett County Alcoholic Beverages Act of 2025
SB 676,Senate,"October 1, 2025",2025-01-30,2025-05-20,Approved by the Governor - Chapter 708,bill,https://openstates.org/md/bills/2025/SB676/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Dawn Gile,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Care Facilities - Hospitals and Freestanding Birthing Centers - Perinatal Care Standards
SB 776,Senate,"June 1, 2025",2025-01-31,2025-05-20,Approved by the Governor - Chapter 671,bill,https://openstates.org/md/bills/2025/SB776/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Pamela Beidle,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Workgroup to Study the Rise in Adverse Decisions in the State Health Care System - Establishment
SB 849,Senate,"July 1, 2025",2025-02-03,2025-05-20,Approved by the Governor - Chapter 640,bill,https://openstates.org/md/bills/2025/SB849/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,Guy Guzzone,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Professional and Volunteer Firefighter Innovative Cancer Screening Technologies Program - Funding
HB 1502,House,"October 1, 2025",2025-02-14,2025-05-20,Approved by the Governor - Chapter 758,bill,https://openstates.org/md/bills/2025/HB1502/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,Melissa Wells,Democratic,primary,Delegate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltimore City Administration,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltimore City - AIDS Prevention Sterile Needle and Syringe Exchange Pilot Program - Revisions
SB 407,Senate,"July 1, 2025",2025-01-20,2025-05-20,Approved by the Governor - Chapter 674,bill,https://openstates.org/md/bills/2025/SB407/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Pamela Beidle,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Dawn Gile,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,Johnny Mautz,Republican,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Board of Nursing - Advanced Practice Nursing Licensure and Specialty Certification - Reciprocity Discussions (Maryland Border States Advanced Practice Nursing Act)
SB 810,Senate,"July 1, 2025",2025-02-03,2025-05-20,Approved by the Governor - Chapter 772,bill,https://openstates.org/md/bills/2025/SB810/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Michael Jackson,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chair, Joint Committee on Pensions",,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Board of Trustees for the State Retirement and Pension System - Investment Division - Compensation and Staffing
SB 1013,Senate,"July 1, 2025",2025-02-12,2025-05-20,Approved by the Governor - Chapter 827,bill,https://openstates.org/md/bills/2025/SB1013/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Dalya Attar,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltimore City - Alcoholic Beverages - License Extension
SB 163,Senate,"October 1, 2025",2024-10-15,2025-05-20,Approved by the Governor - Chapter 760,bill,https://openstates.org/md/bills/2025/SB163/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,Mary Washington,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health – General Article – References to Mental Health
SB 295,Senate,"July 1, 2025",2025-01-10,2025-05-20,Approved by the Governor - Chapter 735,bill,https://openstates.org/md/bills/2025/SB295/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,Cory McCray,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Income Tax - Income Tax Reconciliation Program - Established (Maryland Fair Taxation for Justice-Involved Individuals Act)
SB 459,Senate,"June 1, 2025",2025-01-22,2025-05-20,Approved by the Governor - Chapter 710,bill,https://openstates.org/md/bills/2025/SB459/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Dawn Gile,Democratic,primary,Senator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Education and Health - Emergency Use Epinephrine - Alterations
